site_id,code_national_ea,numero_ea,identification_ea_brute,commune,adresse_ou_nom_lieu,pays,longitude,latitude,x_l93,y_l93,periode,sous_periode,type_site,confiance,source,notes_parsing
PATRIARCHE-19955,19955,68 066 0236,9955 / 68 066 0236 / COLMAR / ENTRE LA VOIE FERREE ET LA ROUTE DE ROUFFACH / RUFACHER HUBEN / nécropole / Age du fer,Colmar,ENTRE LA VOIE FERREE ET LA ROUTE DE ROUFFACH,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=RUFACHER HUBEN; chrono_brut=Age du fer; type_brut=nécropole; georef=golden_commune_mean;precision=commune
PATRIARCHE-19980,19980,68 066 0239,9980 / 68 066 0239 / COLMAR / ENTRE LA VOIE FERREE ET LA ROUTE DE ROUFFACH / Rufacher Huben / occupation / Age du fer,Colmar,ENTRE LA VOIE FERREE ET LA ROUTE DE ROUFFACH,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Rufacher Huben; chrono_brut=Age du fer; type_brut=occupation; georef=golden_commune_mean;precision=commune
PATRIARCHE-19989,19989,68 066 0240,9989 / 68 066 0240 / COLMAR / Les Erlen / Rufacher Huben / occupation / Age du bronze - Age du fer,Colmar,Les Erlen,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Rufacher Huben; chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=golden_commune_mean;precision=commune
PATRIARCHE-11968,11968,68 069 0002,1968 / 68 069 0002 / DESSENHEIM / FORET COMMUNALE /  / nécropole / Age du fer,DESSENHEIM,FORET COMMUNALE,FR,7.486456,47.976269,1034567.794693389,6773493.893638447,indéterminé,indéterminé,nécropole,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=nécropole; georef=ban_municipality;precision=centroïde
PATRIARCHE-11969,11969,68 069 0004,"1969 / 68 069 0004 / DESSENHEIM /  /  / Age du bronze - Age du fer / enclos, fossés (réseau de)",DESSENHEIM,,FR,7.486456,47.976269,1034567.794693389,6773493.893638447,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fossés (réseau de); georef=ban_municipality;precision=centroïde"
PATRIARCHE-13350,13350,68 069 0010,3350 / 68 069 0010 / DESSENHEIM / TUMULUS 1 /  / tumulus / Age du fer,DESSENHEIM,TUMULUS 1,FR,7.486456,47.976269,1034567.794693389,6773493.893638447,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-13351,13351,68 069 0011,3351 / 68 069 0011 / DESSENHEIM / TUMULUS 2 /  / tumulus / Age du fer,DESSENHEIM,TUMULUS 2,FR,7.486456,47.976269,1034567.794693389,6773493.893638447,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-13352,13352,68 069 0012,3352 / 68 069 0012 / DESSENHEIM / TUMULUS 4 /  / tumulus / Age du fer,DESSENHEIM,TUMULUS 4,FR,7.486456,47.976269,1034567.794693389,6773493.893638447,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-13353,13353,68 069 0013,3353 / 68 069 0013 / DESSENHEIM / TUMULUS 5 /  / tumulus / Age du fer,DESSENHEIM,TUMULUS 5,FR,7.486456,47.976269,1034567.794693389,6773493.893638447,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-13354,13354,68 069 0014,3354 / 68 069 0014 / DESSENHEIM / TUMULUS 6 /  / tumulus / Age du fer,DESSENHEIM,TUMULUS 6,FR,7.486456,47.976269,1034567.794693389,6773493.893638447,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-17341,17341,68 070 0005,7341 / 68 070 0005 / DIDENHEIM /  / AUF DEM DORNACHERWEG / Age du bronze - Age du fer / fosse,DIDENHEIM,,FR,7.300162459348409,47.72385267483919,1022216.0,6744716.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=AUF DEM DORNACHERWEG; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18793,18793,68 070 0010,8793 / 68 070 0010 / DIDENHEIM /  / LERCHENBERG / Age du bronze - Age du fer / fosse,DIDENHEIM,,FR,7.300162459348409,47.72385267483919,1022216.0,6744716.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=LERCHENBERG; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110130,110130,68 070 0016,10130 / 68 070 0016 / DIDENHEIM / Rocade ouest / Platzchen / occupation / Age du bronze - Age du fer,DIDENHEIM,Rocade ouest,FR,7.300162459348409,47.72385267483919,1022216.0,6744716.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Platzchen; chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111123,111123,68 070 0023,11123 / 68 070 0023 / DIDENHEIM /  /  / Age du bronze - Age du fer ? / butte,DIDENHEIM,,FR,7.300162459348409,47.72385267483919,1022216.0,6744716.0,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer ?; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111124,111124,68 070 0024,11124 / 68 070 0024 / DIDENHEIM /  / Langholz / Age du bronze - Age du fer ? / aménagement indéterminé,DIDENHEIM,,FR,7.300162459348409,47.72385267483919,1022216.0,6744716.0,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Langholz; chrono_brut=Age du bronze - Age du fer ?; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111543,111543,68 070 0026,11543 / 68 070 0026 / DIDENHEIM / ZAC des Collines /  / ferme / Age du fer,DIDENHEIM,ZAC des Collines,FR,7.300162459348409,47.72385267483919,1022216.0,6744716.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=ferme; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111849,111849,68 070 0029,"11849 / 68 070 0029 / DIDENHEIM / ZAC des Collines /  / Néolithique - Age du fer / fosse, silo",DIDENHEIM,ZAC des Collines,FR,7.300162459348409,47.72385267483919,1022216.0,6744716.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Néolithique - Age du fer; type_brut=fosse, silo; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-11693,11693,68 072 0003,1693 / 68 072 0003 / DIETWILLER /  /  / tumulus / Age du bronze - Age du fer,DIETWILLER,,FR,7.411154000000001,47.69334700000001,1030713.4162944696,6741790.76363401,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-11694,11694,68 072 0004,1694 / 68 072 0004 / DIETWILLER /  /  / tumulus / Age du bronze - Age du fer,DIETWILLER,,FR,7.411154000000001,47.69334700000001,1030713.4162944696,6741790.76363401,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-11695,11695,68 072 0005,1695 / 68 072 0005 / DIETWILLER /  /  / tumulus / Age du bronze - Age du fer,DIETWILLER,,FR,7.411154000000001,47.69334700000001,1030713.4162944696,6741790.76363401,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-14418,14418,68 072 0008,4418 / 68 072 0008 / DIETWILLER /  /  / tumulus / Age du bronze - Age du fer,DIETWILLER,,FR,7.411154000000001,47.69334700000001,1030713.4162944696,6741790.76363401,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-14347,14347,68 076 0001,4347 / 68 076 0001 / DURRENENTZEN / CHAMP DE M. HIRRENBERGER / SUD DU VILLAGE / dépôt / Age du bronze - Age du fer,DURRENENTZEN,CHAMP DE M. HIRRENBERGER,FR,7.50432,48.092939,1035159.3549441097,6786513.553836703,indéterminé,indéterminé,dépôt,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=SUD DU VILLAGE; chrono_brut=Age du bronze - Age du fer; type_brut=dépôt; georef=ban_municipality;precision=centroïde
PATRIARCHE-11698,11698,68 078 0003,1698 / 68 078 0003 / EGUISHEIM /  / BUEHL / cimetière / Age du fer,EGUISHEIM,,FR,7.3230770000000005,48.04554700000001,1021975.2996368676,6780501.078399029,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=BUEHL; chrono_brut=Age du fer; type_brut=cimetière; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-11710,11710,68 078 0015,1710 / 68 078 0015 / EGUISHEIM /  / NIEDERBUHLWEG / voie / Age du fer,EGUISHEIM,,FR,7.3230770000000005,48.04554700000001,1021975.2996368676,6780501.078399029,indéterminé,indéterminé,voie,faible,Patriarche_EA_ageFer_20250806,lieu_dit=NIEDERBUHLWEG; chrono_brut=Age du fer; type_brut=voie; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-13361,13361,68 078 0062,3361 / 68 078 0062 / EGUISHEIM /  / UNTERM HERRENWEG / habitat / Age du bronze - Age du fer,EGUISHEIM,,FR,7.3230770000000005,48.04554700000001,1021975.2996368676,6780501.078399029,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=UNTERM HERRENWEG; chrono_brut=Age du bronze - Age du fer; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-14267,14267,68 078 0074,4267 / 68 078 0074 / EGUISHEIM / HAUT EGUISHEIM DAGSBOURG / SCHLOSSBERG / occupation / Néolithique - Age du fer,EGUISHEIM,HAUT EGUISHEIM DAGSBOURG,FR,7.3230770000000005,48.04554700000001,1021975.2996368676,6780501.078399029,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=SCHLOSSBERG; chrono_brut=Néolithique - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112581,112581,68 078 0086,12581 / 68 078 0086 / EGUISHEIM / Parking de la Mairie / Grand'Rue / Age du fer / silo,EGUISHEIM,Parking de la Mairie,FR,7.3230770000000005,48.04554700000001,1021975.2996368676,6780501.078399029,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Grand'Rue; chrono_brut=Age du fer; type_brut=silo; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-17551,17551,68 079 0004,7551 / 68 079 0004 / ELBACH /  / Haulen / Schlossberg / tumulus / Age du bronze - Age du fer,ELBACH,,FR,7.076611,47.641352,1005953.3346565486,6734673.713516836,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Haulen; chrono_brut=Age du bronze - Age du fer; type_brut=Schlossberg; georef=ban_municipality;precision=centroïde
PATRIARCHE-14702,14702,68 082 0002,4702 / 68 082 0002 / ENSISHEIM /  /  / occupation / Age du bronze - Age du fer,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110054,110054,68 082 0052,10054 / 68 082 0052 / ENSISHEIM /  / Grossacker / Age du bronze - Age du fer / fosse,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Grossacker; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110055,110055,68 082 0053,10055 / 68 082 0053 / ENSISHEIM /  / Ledersack / Age du bronze - Age du fer / fosse,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Ledersack; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110056,110056,68 082 0054,"10056 / 68 082 0054 / ENSISHEIM /  / Bantzenheimer Strasse / Age du bronze - Age du fer / fossé, fosse",Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Bantzenheimer Strasse; chrono_brut=Age du bronze - Age du fer; type_brut=fossé, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110057,110057,68 082 0055,10057 / 68 082 0055 / ENSISHEIM /  / Ottmarsheimerweg / Age du bronze - Age du fer / fossé,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Ottmarsheimerweg; chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110058,110058,68 082 0056,10058 / 68 082 0056 / ENSISHEIM /  / Schorfeld / Age du bronze - Age du fer / fosse,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Schorfeld; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110059,110059,68 082 0057,"10059 / 68 082 0057 / ENSISHEIM /  / Rosswinkel / Age du bronze - Age du fer / enclos, fossé",Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Rosswinkel; chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fossé; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110060,110060,68 082 0058,"10060 / 68 082 0058 / ENSISHEIM / ZAID de Ensisheim / Reguisheimer Feld, Oberfeld / tumulus / habitat / Age du bronze - Age du fer",Ensisheim,ZAID de Ensisheim,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Reguisheimer Feld, Oberfeld; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110062,110062,68 082 0060,"10062 / 68 082 0060 / ENSISHEIM /  / Hardtgraben, beim Brunnen / Age du bronze - Age du fer / fossé, fosse",Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Hardtgraben, beim Brunnen; chrono_brut=Age du bronze - Age du fer; type_brut=fossé, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110065,110065,68 082 0063,10065 / 68 082 0063 / ENSISHEIM /  / Saugruen / occupation / Age du bronze - Age du fer ?,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Saugruen; chrono_brut=Age du bronze - Age du fer ?; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110074,110074,68 082 0071,10074 / 68 082 0071 / ENSISHEIM /  / Thurbaechlein / occupation / Age du fer - Gallo-romain,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Thurbaechlein; chrono_brut=Age du fer - Gallo-romain; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110077,110077,68 082 0074,10077 / 68 082 0074 / ENSISHEIM /  / Hubel / occupation / Age du bronze - Age du fer,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Hubel; chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111948,111948,68 082 0079,11948 / 68 082 0079 / ENSISHEIM /  /  / occupation / Néolithique - Age du fer,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Néolithique - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-113333,113333,68 082 0090,13333 / 68 082 0090 / ENSISHEIM /  / Reguisheimer Feld / sépulture / habitat / Age du bronze - Age du fer,Ensisheim,,FR,7.353214000000001,47.86586699999999,1025317.7496124468,6760688.844439314,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Reguisheimer Feld; chrono_brut=Age du bronze - Age du fer; type_brut=sépulture; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18092,18092,68 084 0014,8092 / 68 084 0014 / ESCHENTZWILLER /  / IM BRANG / habitat / Age du bronze - Age du fer,ESCHENTZWILLER,,FR,7.399076999999999,47.71240799999999,1029690.9967695256,6743854.696959384,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=IM BRANG; chrono_brut=Age du bronze - Age du fer; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18093,18093,68 084 0015,8093 / 68 084 0015 / ESCHENTZWILLER /  / Mittlere Ebene / Age du bronze - Age du fer / fosse,ESCHENTZWILLER,,FR,7.399076999999999,47.71240799999999,1029690.9967695256,6743854.696959384,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Mittlere Ebene; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18095,18095,68 084 0017,8095 / 68 084 0017 / ESCHENTZWILLER /  / BRANDSTAETTE / habitat / Age du bronze - Age du fer,ESCHENTZWILLER,,FR,7.399076999999999,47.71240799999999,1029690.9967695256,6743854.696959384,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=BRANDSTAETTE; chrono_brut=Age du bronze - Age du fer; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18101,18101,68 084 0023,8101 / 68 084 0023 / ESCHENTZWILLER /  / Mostreben / économie / Age du bronze - Age du fer,ESCHENTZWILLER,,FR,7.399076999999999,47.71240799999999,1029690.9967695256,6743854.696959384,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Mostreben; chrono_brut=Age du bronze - Age du fer; type_brut=économie; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-13336,13336,68 091 0006,3336 / 68 091 0006 / FESSENHEIM /  /  / Age du bronze - Age du fer / fosse,FESSENHEIM,,FR,7.527768,47.913314,1038046.0912283454,6766685.782914046,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=ban_municipality;precision=centroïde
PATRIARCHE-13335,13335,68 091 0007,"3335 / 68 091 0007 / FESSENHEIM / AU NORD EST DE LA COMMUNE /  / Age du bronze - Age du fer / fossé, fosse",FESSENHEIM,AU NORD EST DE LA COMMUNE,FR,7.527768,47.913314,1038046.0912283454,6766685.782914046,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=fossé, fosse; georef=ban_municipality;precision=centroïde"
PATRIARCHE-15319,15319,68 091 0008,"5319 / 68 091 0008 / FESSENHEIM /  /  / Age du bronze - Age du fer / fossé, fosse",FESSENHEIM,,FR,7.527768,47.913314,1038046.0912283454,6766685.782914046,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=fossé, fosse; georef=ban_municipality;precision=centroïde"
