SITE_AKG_ID;DATABASE_NAME;SITE_SOURCE_ID;SITE_NAME;MAIN_CITY_NAME;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;CARAC_EXP;BIBLIOGRAPHY;COMMENTS
25831;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;12;Lange Burg;Langenenslingen;;4326;9.383333;48.15;680;Oui;Fouillé;Non renseigné;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Reickhoff 2001 : 412_ FBS NF 1952-1954, 41 / FBBaWü 2, 1975, 90_ KBdW : 418-420_ Biel 1987 : 291 + pl 108;2,2ha_ 1 tumulus sur le site avec 6 morts
25832;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;13;Schlossberg;Nagold;;4326;8.75;48.55;530;Oui;Fouillé;Multiple;-620:-531;-500:-431;Immobilier;Enceinte;;;;Non;Kl führer BdW n° 32, 1977 / Biel 87 : 302-307 + pl 123-130_ KBdW 432 + plan;LTA à développer, tombes LTA en bas
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Outils;Hache;;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;2 Tüllenbeile
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Parure;Parure annulaire;Bracelet;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Céramique;Vaisselle;Autres;Import;Oui;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Parure;Fibule;;Non;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Verre;Parure;Perle;;Non;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Lithique;Outils;Mouture;;Non;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Autres;Scories;;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;in der Siedlung auch
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Production;Métal;Forge;Fer;;Oui;Siehe Gassmann, Wieland 2006, Germania zur Eisenproduktion;mehrere Rennöfen in direkte Nähe
