site_id,commune,lieu_dit,n_sep,type_sep,chrono,periode,sous_periode,genre,nb_ceramique_nmi,position_corps,decomposition,AC Fibule,AC Bracelet,AC Anneau de jambe,AC Torque,AC Boucle d'oreille,Fer épée/poignard,Fer lance,Fer Char,Roche noire Bracelet,Ambre Perle,Verre Perle
SITE-f6b081866a28095e,Mondelange,Schemerten,180,inhumation,Ha D3,Hallstatt,Ha D3,féminin,5,sur le dos, ,2, ,2, , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,182,inhumation,Ha D3,Hallstatt,Ha D3,féminin,6,sur le dos, , ,2,2, , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,183,inhumation,Ha D3,Hallstatt,Ha D3,féminin,47,sur le dos, ,3,1,2, , ,,,, , ,39
SITE-f6b081866a28095e,Mondelange,Schemerten,186,inhumation,Ha D3,Hallstatt,Ha D3,féminin,7,sur le dos, ,2,2,2, , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,187,inhumation,Ha D3-LT A,Transition,Ha D3 / LT A,féminin,2,sur le dos, , ,2, , , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,181 i,inhumation,Ha D3,Hallstatt,Ha D3,Indéterminé,9,sur le dos, ,3,1,2, , ,,,1.0, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,370,inhumation,Ha D1,Hallstatt,Ha D1,Masculin,2,sur le dos, , , , , , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,371,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Féminin,6,sur le dos, , ,2,2, ,1,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,71 bis,crémation,Ha C,Hallstatt,Ha C,Indéterminé,7, , , , , , , ,,,, , , 
SITE-904563bfc404e99f,Argancy,Le Clos des Prés,1242,inhumation,Ha C2,Hallstatt,Ha C2,Indéterminé,7,sur le dos, , , , , , ,1.0,,,2, , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,1001,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,2,sur le dos,indéterminé, , , , , ,1.0,,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,1004b,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,1,sur le dos,colmatage rapide, , , , , ,,,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,1005,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,5,sur le dos,colmatage rapide,1, , , , ,1.0,2.0,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,1007,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Indéterminé,1,indéterminé,indéterminé,1, , , , ,,,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,1016C,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,3,sur le dos,espace vide,1,1, , , ,,,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,1017,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,4,sur le dos,espace vide,2, , , , ,,,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,1018,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,5,sur le dos,colmatage différé, , , , , ,1.0,2.0,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,2001,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Féminin,21,sur le dos,colmatage rapide,1, , , , ,,,, ,8, 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,2008,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,4,sur le dos,colmatage rapide, , , , , ,1.0,2.0,, , , 
SITE-b4ba9b95e69d7189,Chaillon,Les Fonzelles-Maucourt,5001,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Masculin,1,sur le dos,colmatage différé, , , , , ,,,,, , 
SITE-04b68c7e3c1e1c61,Diarville,"Devant Giblot, Pâquis devant Giblot",,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Masculin,2,sur le dos,,,,,,,1.0,,,,,
SITE-04b68c7e3c1e1c61,Diarville,"Devant Giblot, Pâquis devant Giblot, Tum 2, tombe 1",1,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Masculin,5,sur le dos,,,1,,,,1.0,,,,,
SITE-04b68c7e3c1e1c61,Diarville,"Devant Giblot, Pâquis devant Giblot",2,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Masculin,3,sur le dos,,,,,,,1.0,,,,,
SITE-04b68c7e3c1e1c61,Diarville,"Devant Giblot, Pâquis devant Giblot",1,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Féminin,6,Sur le dos,,,2,,,,,,,2,1,
SITE-04b68c7e3c1e1c61,Diarville,"Devant Giblot, Pâquis devant Giblot, Tum 3, tombe 1",1,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Masculin,5,sur le dos,,,,,,,1.0,,,,1,
SITE-04b68c7e3c1e1c61,Diarville,"Devant Giblot, Pâquis devant Giblot, Tum 7, tombe 1",1,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Féminin,10,"sur le dos, posé sur un char",,2,2,1,,,,,1.0,,,1
SITE-04b68c7e3c1e1c61,Diarville,"Devant Giblot, Pâquis devant Giblot, Tum 7, tombe 2",2,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Féminin,7,"sur le dos, posé sur un char",,3,,2,,,,,1.0,,,
