site_id,id_proto,commune,lieu_dit,type_site,type_site_canon,periode,sous_periode,datation_1_brut,datation_2_brut,longitude,latitude,x_l93,y_l93,statut_fouille,confiance,source,bibliographie,structures_resume,remarques,ea,oa
PROTO-ALS-1456,1456,Didenheim,Lot. « Les Jardins d’Alsace »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1457,1457,Dingsheim,Auf die Musau I,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1458,1458,Dingsheim,Baumäcker / Oben am Mühlrain / Kreuzweg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,12.0,
PROTO-ALS-1459,1459,Dossenheim-Kochersberg,Lot. « Pfarrgarten »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1460,1460,Duppigheim,Niederfeld,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1461,1461,Eckbolsheim,Parc d'Activités / Zénith / Rue des Frères Lumière,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.6861897,48.594227,1045371.6826445905,6842920.464511435,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1462,1462,Eckwersheim,1A Impasse de la Mairie / Burgweg Links,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.688351,48.6913,1044890.3886269727,6853702.937470366,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,7.0,
PROTO-ALS-1463,1463,Eguisheim,Carrefour RN83/ RD14,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.323079,48.041058,1022002.7456163533,6780002.9929445805,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,53.0,
PROTO-ALS-1464,1464,Ensisheim,Ratfeld / Ratfeld am Kanal,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.375896,47.848688,1027116.7818926086,6758876.664293916,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,33.0,
PROTO-ALS-1465,1465,Ernolsheim-sur- Bruche,"Zone 6, 10",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1466,1466,Ernolsheim-sur- Bruche,Zone 23,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1467,1467,Ernolsheim-sur- Bruche,Zone 8,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1468,1468,Erstein,Grasweg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.639509,48.432045,1042993.9764345614,6824719.820089791,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,65.0,
PROTO-ALS-1469,1469,Eschentzwiller,Im Brang,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,14.0,
PROTO-ALS-1470,1470,Furdenheim,Spiessmatt,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1471,1471,Geispolsheim,Lot. « Le Moulin de l’Ehn »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,20.0,
PROTO-ALS-1472,1472,Geispolsheim,Sablière Oesch,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.6617,48.542625,1043907.3641302879,6837087.151346227,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,41.0,
PROTO-ALS-1473,1473,Gougenheim,Tiergarten,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,7.0,
PROTO-ALS-1474,1474,Gougenheim,Beim Burgweg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1475,1475,Gougenheim,LGV / Steinbrunnen,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.601193,48.708164,1038376.8973997933,6855197.538192718,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1476,1476,Griesheim-près- Molsheim,Bohnergewann / Wasserfall 1 / Langgewann (zone 2),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1477,1477,Gundolsheim,"Gundolsheim I, Muhlmatt",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1478,1478,Gundolsheim,"Gundolsheim I et II, Muhlmatt",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1479,1479,Hangenbieten,Près de la loessière Jeuch,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.618976,48.546104,1040736.4909990176,6837288.009239103,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1480,1480,Hangenbieten,Village,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1481,1481,Hattstatt,Ziegelscheuer / Lot. « Les Residences du Vignoble »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.296264,48.009033,1020200.9508186248,6776340.505525354,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,10.0,
PROTO-ALS-1482,1482,Hindisheim,Eberschal et Borot,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.61551,48.452877,1041086.5071121377,6826927.502466441,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,17.0,
PROTO-ALS-1483,1483,Hipsheim,Spitzacker,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1484,1484,Hochfelden,Nordenbruchgra ben,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.557781,48.766899,1034811.1651321403,6861531.860158341,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,30.0,
PROTO-ALS-1485,1485,Houssen,Cora,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.368809,48.128117,1024870.461524928,6789850.367530912,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,5.0,
PROTO-ALS-1486,1486,Houssen,Lot. « Les Jardins »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.38380333,48.1242763,1026008.0000058901,6789485.999321851,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,6.0,
PROTO-ALS-1487,1487,Houssen,Gravière Orsa-Granulat / Base de Loisirs,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.373007,48.114997,1025263.0174082823,6788411.845154817,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1488,1488,Houssen,Gravière Orsa-Granulat / Base de Loisirs,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.373007,48.114997,1025263.0174082823,6788411.845154817,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1489,1489,Houssen,Lot. du Château d'Eau,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.38380333,48.1242763,1026008.0000058901,6789485.999321851,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,14.0,
PROTO-ALS-1490,1490,Houssen,Lot. « Le Cèdre Bleu »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.38380333,48.1242763,1026008.0000058901,6789485.999321851,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,15.0,
PROTO-ALS-1491,1491,Ingenheim,Auf dem Gaensberg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,2.0,
PROTO-ALS-1492,1492,Innenheim,"Bruehling / Bruehling (Zone 2, 3, 4)",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1493,1493,Ittenheim,Reben,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1494,1494,Ittenheim,Rue de l’érable / Complexe sportif,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.5959535,48.609863,1038627.7524716035,6844264.89953737,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1495,1495,Krautergershei m,Oberfeld (zone 1),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1496,1496,Krautergershei m,Oberfeld (zone 3),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1497,1497,Krautergershei m,"Oberfeld (zone 4, 6)",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1498,1498,Krautergershei m,"Oberfeld (zone 5, 6) / Rives de l'Ehn",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1499,1499,Lampertheim,Strendfeld / Domaine du Kolbsenbach,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.69004345,48.64867536,1045296.0485582165,6848979.810425829,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,17.0,
PROTO-ALS-1500,1500,Landser,Schlierbacherweg / Rue du Rhin,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.385137,47.686902,1028804.6242827066,6740967.170375473,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,681740006.0,
PROTO-ALS-1501,1501,Leutenheim,Heidenberg / Hexenberg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,8.001251,48.837933,1066846.5823486,6871386.007125105,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1502,1502,Lingolsheim,Sablière Freyss,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.671497,48.545279,1044611.8309345746,6837424.382161889,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1503,1503,Lingolsheim,Sablières Modernes,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.6732826,48.54624,1044737.0802240002,6837538.819543247,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,12.0,
PROTO-ALS-1504,1504,Lutterbach,"Langer Zug, Galgenbach, Kalkofen, Oberfeld (5594) /
Établissement pénitencier",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,10.0,
PROTO-ALS-1505,1505,Marlenheim,Le long de la route de Fessenheim / Auf Langen,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.502011,48.619514,1031652.5531157458,6844937.319146384,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,16.0,
PROTO-ALS-1506,1506,Marlenheim,Lot. « Le Clos du Marlenberg » / In der Hofstatt,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.502011,48.619514,1031652.5531157458,6844937.319146384,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1507,1507,Marlenheim,Maison de retraite Sainte Famille / Maison Apprederis,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.48748,48.620719,1030575.6340250976,6845010.13183408,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1508,1508,Marlenheim,Contournement Sud,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1509,1509,Marlenheim,Lot. « Le Domaine de la couronne d’Or » (5143) / Route de Nordheim,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.502011,48.619514,1031652.5531157458,6844937.319146384,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1510,1510,Marlenheim,Gazoduc,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1511,1511,Marlenheim,"Lot. « Le Domaine de la couronne
d’Or » (5143) /
Route de Nordheim",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.502011,48.619514,1031652.5531157458,6844937.319146384,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,57.0,
PROTO-ALS-1512,1512,Marlenheim,Ballien,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1513,1513,Marlenheim,Zone 13,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1514,1514,Marlenheim,Zone 22,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1515,1515,Matzenheim,"Fliethmatt / Lot. ""Les Berges du Panama""",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.627276,48.395317,1042329.7402176679,6820591.292009807,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1516,1516,Meistratzheim,Foegel,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.55024145,48.45184485,1036275.1430154378,6826533.0187547365,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1517,1517,Meistratzheim,Pfett (zone 1) / Pfeff (zone 2),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.546882366816094,48.44882591178126,1036046.4850138273,6826183.698149674,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1518,1518,Meistratzheim,Sivom de l'Ehn/ Pfett,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1519,1519,Meistratzheim,Voegel,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.54996,48.45201,1036253.3089107452,6826550.147362268,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1520,1520,Meistratzheim,Voegel (zone 1),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1521,1521,Merxheim,Bergholz Feld,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,2.0,
PROTO-ALS-1522,1522,Merxheim,Zapfenloch,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,11.0,
PROTO-ALS-1523,1523,Merxheim,Breit,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,12.0,
PROTO-ALS-1524,1524,Mittelhausen,Breitnung,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,5.0,
PROTO-ALS-1525,1525,Molsheim,Dompeter Gebreit,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1526,1526,Mommenheim,"ZAC  /
Brumather Strasse",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,11.0,
PROTO-ALS-1527,1527,Morschwiller- le-Bas,Simlisberg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1528,1528,Mundolsheim,Strengfeld,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,4.0,
PROTO-ALS-1529,1529,Neewiller-près- Lauterbourg,Vogelgesang / Sud du village / N63,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1530,1530,Niedernai,Foegel (zone 2),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,5.0,
PROTO-ALS-1531,1531,Niedernai,"Foegel (zone 1,
3)",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,5.0,
PROTO-ALS-1532,1532,Niedernai,Foegel (zone 3),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,5.0,
PROTO-ALS-1533,1533,Obernai,Gewannen,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1534,1534,Obernai,Kirblach (zone 1),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,56.0,
PROTO-ALS-1535,1535,Obernai,Strassburgze Pfad/PAEI,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1536,1536,Odratzheim,Lot. « Hinter den Garten »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,6.0,
PROTO-ALS-1537,1537,Osthouse,Lot. Zorn de Bulach,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,14.0,
PROTO-ALS-1538,1538,Pfulgriesheim,Meyeracker / Unter Stadtklamm,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.669637,48.639247,1043857.3672050881,6847844.407655631,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1539,1539,Reguisheim,Parc d'Activites de l'Ill,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,13.0,
PROTO-ALS-1540,1540,Rosheim,Hengbauemel,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.487154,48.505737,1031277.6218028484,6832247.175924951,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1541,1541,Rosheim,Bischengasse,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1542,1542,Rosheim,"Bischenabwand (zone 1, 2, 3)",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.4945035,48.50309,1031836.3743632154,6831984.265983022,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,50.0,
PROTO-ALS-1543,1543,Rosheim,Gruenwegfeld,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1544,1544,Rosheim,Lerchental (zone 1),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1545,1545,Rosheim,"Scnelzellmatt (zone 2, 4)",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1546,1546,Rouffach,Gallbühl,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.299383,47.957033,1020747.6439034797,6770583.431539818,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1547,1547,Rouffach,Rd 18Bis - Rd83,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.333546,47.954754,1023307.6542549036,6770469.894247889,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,38.0,
PROTO-ALS-1548,1548,Sainte-Croix- en-Plaine,"Parc d'Activite de Sainte Croix- En-Plaine, Oberer Katzis",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,17.0,
PROTO-ALS-1549,1549,Sainte-Croix-en-Plaine,Marbach Acker,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1550,1550,Sausheim,"Rd 55,
Wittenheimerfel d",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,14.0,
PROTO-ALS-1551,1551,Sélestat,Riedwasen / Extension de la SALM,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,76.0,
PROTO-ALS-1552,1552,Sermersheim,Lange Graeben,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,9.0,
PROTO-ALS-1553,1553,Soufflenheim,FAIRWAY VILLAGE,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,11.0,
PROTO-ALS-1554,1554,Soufflenheim,Lot. « Roedern »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,13.0,
PROTO-ALS-1555,1555,Strasbourg,Rue des Capucins  / Hohberg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.742465,48.582825,1049590.291015624,6841902.813128932,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,851.0,
PROTO-ALS-1556,1556,Strasbourg,"Kassius auf Neubrunnenweg
/ Lot. artisanal ""Chemin du Cuivre"" / Koenigshoffen",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.709283,48.583549,1047142.3971483578,6841836.763110089,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,854.0,
PROTO-ALS-1557,1557,Strasbourg,43 rue de Kegeneck,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.711947,48.5994575,1047233.0673673673,6843613.873592143,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,866.0,
PROTO-ALS-1558,1558,Strasbourg,ENA / 1 Rue Sainte Marguerite,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.736649,48.58137,1049171.776852845,6841715.619983782,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1150.0,
PROTO-ALS-1559,1559,Valff,Blasiusfeld (zone 1),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1560,1560,Valff,Langfeld (zone 1),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1561,1561,Vendenheim,Entrepôt Atlas-Fly,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1562,1562,Wasselonne,Caserne de Gendarmerie,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,21.0,
PROTO-ALS-1563,1563,Wettolsheim,"Carrefour des Noyers / RD1, RN83",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.3332122,48.0535622,1022680.5408268489,6781431.807331603,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,16.0,
PROTO-ALS-1564,1564,Wintzenheim,Schwindelberg / Untere Krumme Acker,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1565,1565,Wintzenheim,Linsenbrunnen/ Hohlandsberg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.270689,48.06032,1017988.6144363477,6781928.017837593,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1566,1566,Wolfisheim,ZAC du Herrenwasser  /  Westermatt,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1567,1567,Entzheim,In der Klamm,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.642978,48.544125,1042517.9831931046,6837172.234356992,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1568,1568,Ottrot,Mont-Sainte-Odile / Hohenburg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1569,1569,Rosheim,AFUA Rittergass / Boerschweg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.456683032,48.49097121,1029122.9999962983,6830480.999898355,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1570,1570,Gambsheim,Gravière et sablière Veltz- Vix,habitat,HABITAT,LA_TENE,LT A,"LTAB, HaD",,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1571,1571,Westhouse,Altmatt,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.5627365,48.40002,1037530.2174585506,6820835.31892668,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
