site_id,id_proto,commune,lieu_dit,type_site,type_site_canon,periode,sous_periode,datation_1_brut,datation_2_brut,longitude,latitude,x_l93,y_l93,statut_fouille,confiance,source,bibliographie,structures_resume,remarques,ea,oa
PROTO-ALS-908,908,Wettolsheim,Ricoh,funéraire,NECROPOLE,LA_TENE,,La Tène finale,,7.3230334195,48.05009736,1021944.3869949454,6781005.804221076,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Zehner 1998,nan,nan,,
PROTO-ALS-909,909,Wittelsheim,nan,mobilier,HABITAT,LA_TENE,,La Tène finale,,,,,,,LOW,BdD_Proto_Alsace_xlsx,Zehner 1998,mobilier,nan,,
PROTO-ALS-920,920,Mittelhausen,"LGV EE, site 9.3",habitat,HABITAT,LA_TENE,,La Tène finale,,7.614224,48.705337,1039352.4785525581,6854939.688241983,fouille,LOW,BdD_Proto_Alsace_xlsx,Thomas2013,nan,nan,,
PROTO-ALS-921,921,Steinbourg,"Altenberg, LGV EE",habitat,HABITAT,LA_TENE,,La Tène finale,,7.42063334,48.77804709,1024677.7353761772,6862196.653593484,fouille,LOW,BdD_Proto_Alsace_xlsx,Gervreau 2016,nan,nan,,
PROTO-ALS-922,922,Eckwersheim,Burgweg Links,habitat,HABITAT,LA_TENE,,La Tène finale,,7.688351,48.6913,1044890.3886269727,6853702.937470366,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Châtelet 2018,fosses,nan,,
PROTO-ALS-923,923,Duntzenheim,"LGV EE, stock nord",funéraire,NECROPOLE,LA_TENE,,La Tène finale,,7.53671,48.719284,1033569.0081568576,6856157.437588858,fouille,LOW,BdD_Proto_Alsace_xlsx,Féliu 2011,nan,nan,,
PROTO-ALS-924,924,Duntzenheim,Sonnenrain,funéraire,NECROPOLE,LA_TENE,,La Tène finale,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,Reutenauer 2017,fosses,nan,,
PROTO-ALS-927,927,Steinbourg,"Altenberg, LGV EE",funéraire,NECROPOLE,LA_TENE,,La Tène finale,,7.42063334,48.77804709,1024677.7353761772,6862196.653593484,fouille,LOW,BdD_Proto_Alsace_xlsx,Gervreau 2016,nan,nan,,
PROTO-ALS-928,928,Sierentz,ZAC Hoell / Sandgrube,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.4397984,47.667694,1033018.8569801811,6739065.539432224,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-929,929,Wolfisheim,ZAC du Herrenwasser  /  Westermatt,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-930,930,Wolfgantzen,Za Communale Rd 29,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.511940685,48.02483381,1036158.0000056055,6778989.999566306,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-931,931,Hatten,Z.I. / Rothsmatt,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,8.000836,48.896084,1066406.9423486802,6877837.278141316,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-932,932,Ensisheim,THK / Reguisheimer Feld,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.356666,47.87408,1025525.1328069957,6761614.256939831,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-933,933,Mundolsheim,Stradtweg,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-934,934,Bischoffsheim,Staetten (zone 2),habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-935,935,Bergheim,Saulager / ZA Muehlbach,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.3718,48.1925,1024696.7037781477,6797006.842960358,,LOW,BdD_Proto_Alsace_xlsx,nan,Zone ensillage,nan,,
PROTO-ALS-936,936,Ittenheim,Rue de l’érable / Complexe sportif,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.5959535,48.609863,1038627.7524716035,6844264.89953737,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-937,937,Eckbolsheim,Parc d'Activités / Zénith / Rue des Frères Lumière,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.6861897,48.594227,1045371.6826445905,6842920.464511435,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-938,938,Obernai,Nouvel hôpital  /  Schulbalch,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.488695,48.456218,1031704.0096523846,6826758.006850978,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-939,939,Ottrot,Mont-Sainte-Odile / Hohenburg,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-940,940,Sainte-Croix-en-Plaine,Marbach Acker,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-941,941,Marlenheim,Maison de retraite Sainte Famille / Maison Apprederis,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.48748,48.620719,1030575.6340250976,6845010.13183408,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-942,942,Bischwihr,Lotissement Muelhaecker,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.439704,48.102305,1030297.9940082422,6787280.444550976,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-943,943,Osthouse,Lot. Zorn de Bulach,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-944,944,Bischoffsheim,Lot. AFUA du Stade,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.5019,48.4833,1032507.2323502082,6829819.0741156805,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-945,945,Dietwiller,Lot. « Les Jardins de la Tour » / Route de Schlierbach,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-946,946,Rosheim,Lot. « Leimen »,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.462323,48.49756,1029497.6963094554,6831235.770254367,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-947,947,Marlenheim,Lot. « Le Domaine de la couronne d’Or » (5143) / Route de Nordheim,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.502011,48.619514,1031652.5531157458,6844937.319146384,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-948,948,Marlenheim,Lot. « Le Clos du Marlenberg » / In der Hofstatt,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.502011,48.619514,1031652.5531157458,6844937.319146384,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-949,949,Ettendorf,Lot. « Gaensbruch I et II »,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,Zone ensillage,nan,,
PROTO-ALS-950,950,Brumath,Lot. « Édouard Manet »,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-951,951,Landser,Lot. « Chalendon » / Les Clapiers,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-952,952,Achenheim,Loessière anc. Schaeffer / Auf den Ziegelhof [Occup. 2],habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.63526012,48.58213211,1041701.3985811977,6841356.648404154,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-953,953,Achenheim,Loessière anc. Schaeffer / Auf den Ziegelhof [Occup. 1],habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.63526012,48.58213211,1041701.3985811977,6841356.648404154,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-954,954,Duntzenheim,Lochabwand,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-955,955,Duntzenheim,"LGV EE / Zone de stockage Nord 2, Sect. 1",habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.5417943,48.7131,1033981.9521885294,6855492.5195672205,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-961,961,Gougenheim,LGV / Steinbrunnen,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.601193,48.708164,1038376.8973997933,6855197.538192718,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-962,962,Niedersteinbach,Le Maimont,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.7074046,49.0524574,1043897.654784054,6893874.510773718,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-963,963,Neubois,Le Frankenbourg / Schlossberg,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.324984,48.295214,1020598.1891455736,6808213.90695536,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-964,964,Illfurth,Le Britzgyberg et les Hauts de Buergelen,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.2717,47.6767,1020368.6328407018,6739369.115036252,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-965,965,Entzheim,In der Klamm,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.642978,48.544125,1042517.9831931046,6837172.234356992,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-966,966,Mittelschaeffolsheim,"Gute Abwand, LGV EE",habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-967,967,Gundolsheim,"Gundolsheim I et II, Muhlmatt",habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-968,968,Mittelhausen,"Gugenheimer Abwand / Langmatt / Tronçon H, site 9.3 / LGV EE",habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.60247551,48.70796571,1038472.3920697214,6855181.026333561,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-969,969,Houssen,Gravière Orsa-Granulat / Base de Loisirs,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.373007,48.114997,1025263.0174082823,6788411.845154817,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-970,970,Houssen,Gravière Orsa-Granulat / Base de Loisirs,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.373007,48.114997,1025263.0174082823,6788411.845154817,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-971,971,Rosheim,Gare,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-972,972,Meistratzheim,Foegel,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.55024145,48.45184485,1036275.1430154378,6826533.0187547365,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-973,973,Vendenheim,Entrepôt Atlas-Fly,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-974,974,Stutzheim- Offenheim,Entre Beblenheim et Offenheim,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-975,975,Wolfgantzen,Déviation RN 415,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.5026555,48.032764,1035416.7433137521,6779830.314869611,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-976,976,Marlenheim,Contournement Sud,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-977,977,Elsenheim,Bruehli,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-978,978,Geispolsheim,Bruechel I,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-979,979,Bischwiller,Bruchwald / Hanhoffen/ ORSA Granulats [Occup. 2],habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-980,980,Rosheim,AFUA Rittergass / Boerschweg,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,7.456683032,48.49097121,1029122.9999962983,6830480.999898355,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-981,981,Geispolsheim,Schlossgarten,habitat,HABITAT,LA_TENE,,La Tène finale,,7.6396408000000005,48.512731,1042477.0165491512,6833673.901984403,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Goepfert 2012,"structure isolée, puits",nan,,
PROTO-ALS-982,982,Gertsheim,Uber den Grassweg,habitat,HABITAT,LA_TENE,,La Tène finale,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,"Carbillet, Cicutta 2014","structure isolée, puits",nan,,
PROTO-ALS-983,983,Wasselonne,rue Pierre Heili,habitat,HABITAT,LA_TENE,,La Tène finale,,,,,,prospection,LOW,BdD_Proto_Alsace_xlsx,Nilles 2018,fosses,nan,,
PROTO-ALS-984,984,Weyersheim,Rohr,habitat,HABITAT,LA_TENE,,La Tène finale,,7.842522,48.701894,1056145.5274898952,6855563.000998113,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Chosson 2019,"fossés, trous de poteau",nan,,
PROTO-ALS-985,985,Berstett,"rive droite du Muhlbaechel, COS 5-9",habitat,HABITAT,HALLSTATT,Ha C,Ha C-D,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-986,986,Berstett,"Langenberg, COS 5-6",habitat,HABITAT,LA_TENE,LT A,"LT A-C1, La Tène finale",,7.684379,48.669624,1044741.4192805584,6851279.942705282,fouille,LOW,BdD_Proto_Alsace_xlsx,Féliu 2020,"fossés, tranchée de palissade",nan,,
PROTO-ALS-987,987,Krautergersheim,lot. Nord,habitat,HABITAT,LA_TENE,,La Tène finale,,7.567906,48.479785,1037399.5805196561,6829708.984068636,prospection,LOW,BdD_Proto_Alsace_xlsx,Steiner 2016,"quelques structures, 1 paléosol",nan,,
PROTO-ALS-988,988,Duttlenheim,"Am Pfad, Neue Strasse, COS 1-3",funéraire,NECROPOLE,HALLSTATT,Ha C,Bz final - Ha C-D,,7.58108139,48.52547287,1038077.1819264039,6834835.562705086,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-989,989,Duttlenheim,Neubruch; COS 1-6,habitat,HABITAT,HALLSTATT,Ha D,Ha D,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,Pranyies 2019,nan,nan,,
PROTO-ALS-990,990,Kolbsheim,"knoblochsberg, COS 2-1",funéraire,NECROPOLE,HALLSTATT,Ha D,Ha D,,7.574630633,48.56394895,1037354.0000134297,6839077.999998186,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-991,991,Kolbsheim,"Kurze Straenge, COS 2-2",funéraire,NECROPOLE,HALLSTATT,Ha D,Ha D,,7.575008434,48.56671867,1037364.0000038355,6839386.9999144375,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-993,993,Kolbsheim,"Herrenweg, COS 2-6","habitat, funéraire",HABITAT,HALLSTATT,Ha C,Ha C-D,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-994,994,Ernolsheim,Neugraben,habitat,HABITAT,HALLSTATT,Ha C,Ha C,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-995,995,"Osthoffen, Breuschwickersheim","Niederweiher, Geisenbuckel",habitat,HABITAT,HALLSTATT,Ha C-D1,Ha C-D1,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-996,996,Breuschwickersheim,"Vogelsgesang, COS 2-9",habitat,HABITAT,LA_TENE,Ha C,"Ha C-D, LT A-B, La Tène finale",,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,fouille F. Ruzzu,nan,nan,,
PROTO-ALS-997,997,Ittenheim,Achenheimer Berg,habitat,HABITAT,HALLSTATT,Ha D2,Ha D2,,7.607609755,48.5925272,1039598.0000545022,6842390.999304468,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-998,998,Ittenheim,Eselacker,habitat,HABITAT,HALLSTATT,Ha C-D1,Ha C-D1,,7.621408,48.603177,1040544.5698387919,6843632.345056569,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-999,999,"Dingsheim, Offenheim","Haspelacker, Aufs Dingsheimer Feld, COS 4-1","habitat, funéraire",HABITAT,LA_TENE,Ha C,"Ha C - LT A-B, La Tène finale",,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,fouille A. Habasque-Sudour,nan,nan,,
PROTO-ALS-1000,1000,Griesheim-sur-Souffel,"Flaschen, COS 4-2","habitat, funéraire",HABITAT,LA_TENE,Ha D,"Ha D, HA D1, Ha D3-LT A, LT A-B, La Tène finale",,7.644345217,48.63497991,1042025.0000329607,6847260.998957157,fouille,LOW,BdD_Proto_Alsace_xlsx,fouille S. Goepfert,nan,nan,,
PROTO-ALS-1001,1001,Pfulgriesheim,"Hammerhacker, COS 4-5",habitat,HABITAT,LA_TENE,Ha C-D1,"Ha C-D1, La Tène finale",,7.655263,48.648457,1042739.809109638,6848804.047821603,fouille,LOW,BdD_Proto_Alsace_xlsx,fouille B. Perrin,nan,nan,,
PROTO-ALS-1002,1002,Vendenheim,Bruehl,habitat,HABITAT,LA_TENE,Ha C,"Ha C-D, LT A-B, Augustéen",,7.7102,48.6702,1046635.6198239797,6851456.908688644,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1003,1003,Eckwersheim,"Kleine Breite, COS 5-2",habitat,HABITAT,HALLSTATT,Ha D3,BF IIIa - Ha D3,,7.6810653,48.6683852,1044505.9971416057,6851127.996625575,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1004,1004,Eckwersheim,"Niefernweg, COS 5-4",habitat,HABITAT,LA_TENE,LT A,LT A-B,,7.6995,48.6832,1045763.1429221584,6852852.739734255,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1005,1005,Vendenheim,"rive droite du Muhlbaechel, COS 5-5",habitat,HABITAT,LA_TENE,,La Tène finale,,7.7102,48.6702,1046635.6198239797,6851456.908688644,fouille,LOW,BdD_Proto_Alsace_xlsx,Lefranc 2019,nan,nan,,
PROTO-ALS-1006,1006,Vendenheim,"Betsch, Aue, COS 6-2","habitat, funéraire",HABITAT,LA_TENE,,"La Tène finale, Augustéen",,7.71781,48.677417,1047147.0822123748,6852291.277483651,fouille,LOW,BdD_Proto_Alsace_xlsx,Habasque-Sudour 2019,nan,nan,,
PROTO-ALS-1007,1007,Vendenheim,Isperlach,habitat,HABITAT,HALLSTATT,Ha C,BF IIIb - Ha C-D,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1008,1008,Gazoduc,nan,habitat,HABITAT,LA_TENE,LT A,LT A-B,,,,,,prospection,LOW,BdD_Proto_Alsace_xlsx,Féliu 2021,"fonds de cabanes, palissades",nan,,
PROTO-ALS-1009,1009,Algolsheim,nan,habitat,HABITAT,LA_TENE,,La Tène finale,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,en cours,palissade,nan,,
PROTO-ALS-1010,1010,Rittershoffen,Réseau de chaleur,habitat,HABITAT,LA_TENE,,La Tène finale,,,,,,prospection,LOW,BdD_Proto_Alsace_xlsx,Higelin 2015,fossé,nan,,6316
PROTO-ALS-1011,1011,Hatten,Réseau de chaleur,funéraire,NECROPOLE,LA_TENE,,La Tène finale,,,,,,prospection,LOW,BdD_Proto_Alsace_xlsx,Higelin 2015,crémation + édicule,nan,,6316
PROTO-ALS-1012,1012,Kesseldorf,Réseau de chaleur,habitat,HABITAT,LA_TENE,,La Tène finale,,,,,,prospection,LOW,BdD_Proto_Alsace_xlsx,Higelin 2015,"structure isolée, fosse",nan,,6316
PROTO-ALS-1013,1013,Kesseldorf,Réseau de chaleur,habitat,HABITAT,LA_TENE,,"La Tène finale, Augustéen",,,,,,prospection,LOW,BdD_Proto_Alsace_xlsx,Higelin 2015,"fosses, fours",nan,,6316
PROTO-ALS-1014,1014,Colmar,"4, rue André Kiener",habitat,HABITAT,LA_TENE,,La Tène finale,,7.369381,48.097189,1025103.043851012,6786420.945182545,prospection,LOW,BdD_Proto_Alsace_xlsx,Lefranc 2021,"structure isolée, puits",nan,,
PROTO-ALS-1015,1015,Eckwersheim,Burgweg Rechts,habitat,HABITAT,LA_TENE,,La Tène finale,,7.692384796,48.692009215,1045182.0956506801,6853799.274373527,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Boisseau 2009,fosses,nan,,
PROTO-ALS-1016,1016,Sierentz,Grassweg,habitat,HABITAT,LA_TENE,,La Tène finale,,7.449498221,47.667728835000005,1033745.4304283112,6739110.356461754,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,fouille S. Goepfert en cours,"fossés, bâtiments, fosse",nan,,
PROTO-ALS-1017,1017,Hoerdt,Birken,habitat,HABITAT,LA_TENE,,La Tène finale,,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,Roth-Zehner 2016,Fosses à galets chauffés,nan,,
PROTO-ALS-1018,1018,Weyersheim,Rohr,habitat,HABITAT,HALLSTATT,Ha C,Ha C,,7.842522,48.701894,1056145.5274898952,6855563.000998113,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Rault 2018,"trou de poteau, fosses",nan,,
PROTO-ALS-1019,1019,Wilwisheim,Krautland,"habitat, funéraire",HABITAT,LA_TENE,,La Tène finale,,7.5168333,48.74826095,1031924.9486239408,6859290.128410003,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Keller 2020,nan,nan,,
PROTO-ALS-1437,1437,Achenheim,Loessière anc. Schaeffer / Auf den Ziegelhof [Occup. 1],habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.63526012,48.58213211,1041701.3985811977,6841356.648404154,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1438,1438,Altorf,Winkel (zone 4),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1439,1439,Artzenheim,Extension lotissement les Violettes (5610),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1440,1440,Artzenheim,Lot. « Les Violettes 6 »,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,9.0,
PROTO-ALS-1441,1441,Benfeld,Rue du Châtelet,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1442,1442,Bergbieten,Pferchelmatten,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.455586,48.574662,1028517.3876611363,6839765.0616614185,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,11.0,
PROTO-ALS-1443,1443,Birkenwald,Golf de la Sommerau,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1444,1444,Bischoffsheim,Bruehling 2001-2008,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1445,1445,Bischoffsheim,Staetten (zone 3),habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1446,1446,Bischoffsheim,"Wassersuft (zone 2, section 42)",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1447,1447,Bischoffsheim,"Niederstraeng / Wassersuff / Wassersuft (zone
4) / Riedweg (zone 2)",habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1448,1448,Bischwiller,Bruchwald / Hanhoffen/ ORSA Granulats [Occup. 2],habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1449,1449,Bischwiller,Gravière « Orsa Granulats » / Hanhoffen,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,6.0,
PROTO-ALS-1450,1450,Brumath,Hôpital La Grafenbourg,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,112.0,
PROTO-ALS-1451,1451,Colmar,Route de Rouffach,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.337235545,48.06189632,1022929.0000761154,6782372.999036473,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1452,1452,Colmar,Biopôle / IUT / Rue d'Herrlisheim,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.343654722,48.06442635,1023391.0000500472,6782679.999077378,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,141.0,
PROTO-ALS-1453,1453,Colmar,Jardins des Aubépines / Terrasses du Diaconat,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.348855302,48.0624318,1023790.0000430082,6782479.999213332,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,218.0,
PROTO-ALS-1454,1454,Colmar,Jardins des Aubépines / Terrasses du Diaconat / Rufacher Huben,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,7.348855302,48.0624318,1023790.0000430082,6782479.999213332,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1455,1455,Dachstein,Gazoduc,habitat,HABITAT,HALLSTATT,Ha C,BF3b-HaC,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,17.0,
